WordIndex,OriginalCode,RollupCode
30986,S52.571P,PheCode:733.8
30986,S52.571P,PheCode:803
30986,S52.571P,PheCode:803.2
30987,S62.629G,PheCode:804
30988,N01.0,PheCode:580
30988,N01.0,PheCode:580.1
30988,N01.0,PheCode:580.11
30989,L98.499,PheCode:707
30989,L98.499,PheCode:707.3
30990,S66.101D,PheCode:1009
30991,D21.9,PheCode:215
30992,S31.652S,PheCode:870
30993,S43.151D,PheCode:830
30994,M81.0,PheCode:743
30994,M81.0,PheCode:743.1
30994,M81.0,PheCode:743.11
30995,S82.045S,PheCode:800
30995,S82.045S,PheCode:800.4
30996,S72.336N,PheCode:733
30996,S72.336N,PheCode:733.8
30996,S72.336N,PheCode:800
30996,S72.336N,PheCode:800.2
30997,S42.212A,PheCode:803
30997,S42.212A,PheCode:803.1
30998,S52.391Q,PheCode:733
30998,S52.391Q,PheCode:733.8
30998,S52.391Q,PheCode:803
30998,S52.391Q,PheCode:803.2
30999,S62.526G,PheCode:804
31000,S82.154Q,PheCode:733
31000,S82.154Q,PheCode:733.8
31000,S82.154Q,PheCode:800
31000,S82.154Q,PheCode:800.3
31001,C96.4,PheCode:202
31001,C96.4,PheCode:202.2
31002,S52.334M,PheCode:733
31002,S52.334M,PheCode:733.8
31002,S52.334M,PheCode:803
31002,S52.334M,PheCode:803.2
31003,I69.363,PheCode:433
31003,I69.363,PheCode:433.8
31004,L97.109,PheCode:707
31004,L97.109,PheCode:707.2
31005,S52.509B,PheCode:803
31005,S52.509B,PheCode:803.2
31006,S72.335C,PheCode:800
31006,S72.335C,PheCode:800.2
31007,S68.412S,PheCode:872
31008,Q38.7,PheCode:750
31008,Q38.7,PheCode:750.1
31008,Q38.7,PheCode:750.13
31009,S43.159S,PheCode:830
31011,M84.454A,PheCode:743
31011,M84.454A,PheCode:743.2
31012,O98.913,PheCode:647
31013,S62.526A,PheCode:804
31014,S82.023H,PheCode:800
31014,S82.023H,PheCode:800.4
31015,L53.2,PheCode:695
31015,L53.2,PheCode:695.1
31016,S63.656A,PheCode:840
31016,S63.656A,PheCode:840.3
31017,S53.033A,PheCode:830
31018,S62.350S,PheCode:804
31019,O31.11X4,PheCode:651
31020,S52.326G,PheCode:803
31020,S52.326G,PheCode:803.2
31021,M90.672,PheCode:731
31021,M90.672,PheCode:731.1
31022,S25.499D,PheCode:1007
31023,S62.353A,PheCode:804
31024,S88.012D,PheCode:872
31025,M79.629,PheCode:773
31026,J11.2,PheCode:481
31027,J38.1,PheCode:473
31028,M84.375S,PheCode:743
31028,M84.375S,PheCode:743.4
31029,O25.2,PheCode:649
31030,S82.876E,PheCode:800
31031,K31.5,PheCode:537
31032,M84.532A,PheCode:743
31032,M84.532A,PheCode:743.2
31033,T24.509D,PheCode:1000
31034,S81.831A,PheCode:871
31035,S52.102N,PheCode:733
31035,S52.102N,PheCode:733.8
31035,S52.102N,PheCode:803
31035,S52.102N,PheCode:803.2
31036,P14.0,PheCode:665
31037,S60.031S,PheCode:916
31038,K08.122,PheCode:525
31038,K08.122,PheCode:525.1
31039,M90.869,PheCode:731
31040,A19.1,PheCode:010
31041,M25.061,PheCode:741
31041,M25.061,PheCode:741.5
31042,S00.92XD,PheCode:911
31043,S89.319K,PheCode:733
31043,S89.319K,PheCode:733.8
31043,S89.319K,PheCode:800
31043,S89.319K,PheCode:800.3
31044,O22.8X9,PheCode:671
31045,S35.11XA,PheCode:1007
31046,Q70.13,PheCode:755
31046,Q70.13,PheCode:755.3
31047,S91.329A,PheCode:871
31047,S91.329A,PheCode:871.3
31048,E08.341,PheCode:249
31048,E08.341,PheCode:250
31048,E08.341,PheCode:250.7
31049,S52.90XK,PheCode:733
31049,S52.90XK,PheCode:733.8
31049,S52.90XK,PheCode:803
31050,H51.12,PheCode:378
31051,N07.5,PheCode:580
31051,N07.5,PheCode:580.1
31051,N07.5,PheCode:580.11
31052,M48.12,PheCode:721
31052,M48.12,PheCode:721.8
31053,S59.242P,PheCode:733
31053,S59.242P,PheCode:733.8
31053,S59.242P,PheCode:803
31053,S59.242P,PheCode:803.2
31054,M21.522,PheCode:736
31054,M21.522,PheCode:736.1
31055,S63.331A,PheCode:840
31055,S63.331A,PheCode:840.3
31056,S82.046A,PheCode:800
31056,S82.046A,PheCode:800.4
31057,S72.22XM,PheCode:733
31057,S72.22XM,PheCode:733.8
31057,S72.22XM,PheCode:800
31057,S72.22XM,PheCode:800.2
31058,S82.461E,PheCode:800
31058,S82.461E,PheCode:800.3
31059,H60.391,PheCode:380
31059,H60.391,PheCode:380.1
31060,S62.602P,PheCode:733
31060,S62.602P,PheCode:733.8
31060,S62.602P,PheCode:804
31061,H50.031,PheCode:378
31061,H50.031,PheCode:378.1
31062,S72.025P,PheCode:733
31062,S72.025P,PheCode:733.8
31062,S72.025P,PheCode:800
31062,S72.025P,PheCode:800.1
31063,G90.9,PheCode:337
31064,L98.412,PheCode:707
31064,L98.412,PheCode:707.3
31065,S27.808S,PheCode:1008
31066,S15.099A,PheCode:1007
31067,S72.444K,PheCode:733
31067,S72.444K,PheCode:733.8
31067,S72.444K,PheCode:800
31067,S72.444K,PheCode:800.2
31068,S06.9X6S,PheCode:819
31069,I70.55,PheCode:440
31069,I70.55,PheCode:440.2
31069,I70.55,PheCode:707
31069,I70.55,PheCode:707.3
31070,S52.109H,PheCode:803
31070,S52.109H,PheCode:803.2
31071,S68.629S,PheCode:872
31072,S56.123S,PheCode:1009
31073,S27.808A,PheCode:1008
31074,S42.026A,PheCode:803
31074,S42.026A,PheCode:803.3
31075,S72.126H,PheCode:800
31075,S72.126H,PheCode:800.2
31076,A25.0,PheCode:041
31077,O99.281,PheCode:649
31078,S90.442A,PheCode:915
31079,S56.126A,PheCode:1009
31080,L89.303,PheCode:707
31080,L89.303,PheCode:707.1
31081,S42.014K,PheCode:733
31081,S42.014K,PheCode:733.8
31081,S42.014K,PheCode:803
31081,S42.014K,PheCode:803.3
31082,S06.381S,PheCode:816
31083,S72.431M,PheCode:733
31083,S72.431M,PheCode:733.8
31083,S72.431M,PheCode:800
31083,S72.431M,PheCode:800.2
31084,S61.451D,PheCode:871
31084,S61.451D,PheCode:871.1
31085,S62.226A,PheCode:804
31086,S72.426H,PheCode:800
31086,S72.426H,PheCode:800.2
31087,C60.2,PheCode:187
31087,C60.2,PheCode:187.1
31088,S61.340A,PheCode:871
31088,S61.340A,PheCode:871.2
31089,O99.325,PheCode:316
31090,S59.231D,PheCode:803
31090,S59.231D,PheCode:803.2
31091,S61.334A,PheCode:871
31091,S61.334A,PheCode:871.2
31092,M85.342,PheCode:733
31093,H20.053,PheCode:371
31093,H20.053,PheCode:371.1
31094,S62.397G,PheCode:804
31095,S46.221S,PheCode:1009
31096,T61.8X1D,PheCode:988
31097,H47.329,PheCode:377
31098,S06.349D,PheCode:818
31099,S91.135S,PheCode:871
31099,S91.135S,PheCode:871.4
31100,I97.88,PheCode:429
31100,I97.88,PheCode:429.9
31101,S59.902A,PheCode:1009
31102,S62.241B,PheCode:804
31103,M14.642,PheCode:713
31103,M14.642,PheCode:713.5
31104,Q86.2,PheCode:658
31105,S56.112D,PheCode:840
31106,S51.829A,PheCode:871
31107,S92.114K,PheCode:733
31107,S92.114K,PheCode:733.8
31107,S92.114K,PheCode:801
31108,S92.136G,PheCode:801
31109,S92.155G,PheCode:801
31110,S96.222D,PheCode:1009
31111,S96.292D,PheCode:1009
31112,S97.129D,PheCode:1006
31113,S99.821D,PheCode:1009
31116,T38.2X4A,PheCode:962
31117,T45.7X2D,PheCode:297
31117,T45.7X2D,PheCode:297.2
31117,T45.7X2D,PheCode:963
31118,T26.00XS,PheCode:1000
31120,T82.513S,PheCode:854
31121,S92.342B,PheCode:801
31122,T84.112D,PheCode:858
31125,T21.74XS,PheCode:1000
31127,T17.228A,PheCode:1001
31130,T21.23XD,PheCode:1000
31131,T47.6X1S,PheCode:973
31136,T82.6XXS,PheCode:854
31137,S80.279D,PheCode:915
31138,C92.60,PheCode:204
31138,C92.60,PheCode:204.2
31138,C92.60,PheCode:204.21
31139,T24.012S,PheCode:1000
31140,F64.8,PheCode:302
31141,S62.134G,PheCode:804
31142,B02.22,PheCode:053
31142,B02.22,PheCode:053.1
31143,R06.01,PheCode:513
31143,R06.01,PheCode:513.3
31143,R06.01,PheCode:513.32
31144,S60.022S,PheCode:916
31145,S72.424D,PheCode:800
31145,S72.424D,PheCode:800.2
31146,F19.251,PheCode:316
31147,M00.229,PheCode:711
31147,M00.229,PheCode:711.1
31148,S52.549A,PheCode:803
31148,S52.549A,PheCode:803.2
31149,S62.369A,PheCode:804
31150,O36.5111,PheCode:655
31151,S24.112S,PheCode:952
31152,S72.146D,PheCode:800
31152,S72.146D,PheCode:800.2
31153,D18.09,PheCode:228
31154,S82.143N,PheCode:733
31154,S82.143N,PheCode:733.8
31154,S82.143N,PheCode:800
31154,S82.143N,PheCode:800.3
31155,O26.829,PheCode:646
31156,S36.209S,PheCode:1008
31157,S63.502D,PheCode:840
31158,S42.343P,PheCode:733
31158,S42.343P,PheCode:733.8
31158,S42.343P,PheCode:803
31158,S42.343P,PheCode:803.1
31159,S73.031S,PheCode:830
31160,S36.128A,PheCode:1008
31161,M25.652,PheCode:741
31161,M25.652,PheCode:741.2
31162,T39.395A,PheCode:979
31163,I82.612,PheCode:452
31164,S52.552D,PheCode:803
31164,S52.552D,PheCode:803.2
31165,I60.30,PheCode:430
31165,I60.30,PheCode:430.1
31166,T40.693A,PheCode:969
31167,T62.93XD,PheCode:988
31168,F19.981,PheCode:316
31169,I69.241,PheCode:433
31169,I69.241,PheCode:433.8
31171,S32.511S,PheCode:802
31172,S74.91XS,PheCode:907
31173,L02.211,PheCode:681
31173,L02.211,PheCode:681.7
31174,O36.0923,PheCode:654
31174,O36.0923,PheCode:654.2
31175,S82.461H,PheCode:800
31175,S82.461H,PheCode:800.3
31176,H15.833,PheCode:379
31177,M34.82,PheCode:359
31177,M34.82,PheCode:359.2
31177,M34.82,PheCode:709
31177,M34.82,PheCode:709.3
31178,M12.172,PheCode:716
31178,M12.172,PheCode:716.3
31179,S63.232A,PheCode:830
31180,S72.021S,PheCode:800
31180,S72.021S,PheCode:800.1
31181,M80.811G,PheCode:743
31181,M80.811G,PheCode:743.2
31182,R87.623,PheCode:792
31182,R87.623,PheCode:792.1
31183,S01.452S,PheCode:870
31183,S01.452S,PheCode:870.3
31184,H61.813,PheCode:380
31185,M84.619S,PheCode:743
31185,M84.619S,PheCode:743.2
31186,H16.209,PheCode:370
31186,H16.209,PheCode:370.3
31187,Q86.0,PheCode:658
31188,S62.394K,PheCode:733
31188,S62.394K,PheCode:733.8
31188,S62.394K,PheCode:804
31189,T22.191D,PheCode:1000
31190,S62.125K,PheCode:733
31190,S62.125K,PheCode:733.8
31190,S62.125K,PheCode:804
31191,S66.313A,PheCode:840
31192,T23.612D,PheCode:1000
31193,S22.058B,PheCode:805
31194,S90.811S,PheCode:915
31195,M05.711,PheCode:714
31195,M05.711,PheCode:714.1
31196,S21.441S,PheCode:870
31197,O64.9XX2,PheCode:652
31198,M25.532,PheCode:745
31199,S42.002G,PheCode:803
31199,S42.002G,PheCode:803.3
31200,I69.354,PheCode:433
31200,I69.354,PheCode:433.8
31201,M1A.4610,PheCode:274
31201,M1A.4610,PheCode:274.1
31201,M1A.4610,PheCode:274.11
31202,S06.9X2A,PheCode:819
31203,M71.469,PheCode:727
31204,S23.142S,PheCode:830
31205,S25.812S,PheCode:1007
31206,T24.609S,PheCode:1000
31207,H72.2X9,PheCode:384
31207,H72.2X9,PheCode:384.4
31208,S21.149A,PheCode:870
31209,S62.002G,PheCode:804
31210,H04.201,PheCode:375
31210,H04.201,PheCode:375.2
31211,S32.431A,PheCode:802
31212,S52.692S,PheCode:803
31212,S52.692S,PheCode:803.2
31213,T23.779A,PheCode:1000
31214,S31.813D,PheCode:870
31215,S82.402E,PheCode:800
31215,S82.402E,PheCode:800.3
31216,T59.894S,PheCode:987
31217,S75.091D,PheCode:1007
31218,S42.012B,PheCode:803
31218,S42.012B,PheCode:803.3
31219,S82.892D,PheCode:800
31220,M1A.09X0,PheCode:274
31220,M1A.09X0,PheCode:274.1
31220,M1A.09X0,PheCode:274.11
31221,S32.012S,PheCode:805
31222,C94.00,PheCode:204
31223,S46.202D,PheCode:1009
31224,S72.451G,PheCode:800
31224,S72.451G,PheCode:800.2
31225,S63.035A,PheCode:830
31226,S79.149S,PheCode:800
31226,S79.149S,PheCode:800.2
31227,D04.11,PheCode:172
31227,D04.11,PheCode:172.3
31228,B47.1,PheCode:041
31229,S53.015D,PheCode:830
31230,L89.123,PheCode:707
31230,L89.123,PheCode:707.1
31231,O69.3XX2,PheCode:661
31231,O69.3XX2,PheCode:663
31232,S63.491D,PheCode:840
31232,S63.491D,PheCode:840.3
31233,S11.15XA,PheCode:870
31233,S11.15XA,PheCode:870.6
31234,S52.279D,PheCode:803
31234,S52.279D,PheCode:803.2
31235,S30.811S,PheCode:915
31236,T22.742D,PheCode:1000
31237,D03.9,PheCode:172
31237,D03.9,PheCode:172.1
31237,D03.9,PheCode:172.11
31238,S72.26XS,PheCode:800
31238,S72.26XS,PheCode:800.2
31239,S32.121K,PheCode:733
31239,S32.121K,PheCode:733.8
31239,S32.121K,PheCode:805
31240,S52.324F,PheCode:803
31240,S52.324F,PheCode:803.2
31241,O26.839,PheCode:646
31242,S30.852D,PheCode:915
31243,M84.550A,PheCode:743
31243,M84.550A,PheCode:743.2
31244,S82.845J,PheCode:800
31245,M21.929,PheCode:736
31246,B06.09,PheCode:079
31247,S52.399C,PheCode:803
31247,S52.399C,PheCode:803.2
31248,S45.311S,PheCode:1007
31249,F13.19,PheCode:316
31250,N13.39,PheCode:595
31251,S32.519D,PheCode:802
31253,T63.442S,PheCode:297
31253,T63.442S,PheCode:297.2
31253,T63.442S,PheCode:913
31254,S90.529S,PheCode:911
31255,M43.10,PheCode:738
31255,M43.10,PheCode:738.4
31256,M80.069P,PheCode:733
31256,M80.069P,PheCode:733.8
31256,M80.069P,PheCode:743
31256,M80.069P,PheCode:743.2
31257,S62.635D,PheCode:804
31258,S00.249A,PheCode:915
31259,S34.104S,PheCode:952
31260,S01.80XS,PheCode:870
31260,S01.80XS,PheCode:870.3
31261,S60.541D,PheCode:915
31262,S42.425A,PheCode:803
31262,S42.425A,PheCode:803.1
31263,L93.1,PheCode:695
31263,L93.1,PheCode:695.4
31263,L93.1,PheCode:695.41
31264,S35.91XD,PheCode:1007
31265,S54.8X9S,PheCode:907
31266,S92.116S,PheCode:801
31267,S92.135P,PheCode:733
31267,S92.135P,PheCode:733.8
31267,S92.135P,PheCode:801
31268,S95.192S,PheCode:1007
31269,S92.154G,PheCode:801
31270,S92.211G,PheCode:801
31271,S96.291S,PheCode:1009
31272,S96.902D,PheCode:1009
31273,S96.999S,PheCode:1009
31274,S92.234A,PheCode:801
31275,T43.501A,PheCode:969
31276,T36.1X3S,PheCode:960
31277,T36.8X1S,PheCode:960
31278,T44.3X1S,PheCode:971
31279,T26.02XD,PheCode:1000
31280,S92.332S,PheCode:801
31281,S92.344P,PheCode:733
31281,S92.344P,PheCode:733.8
31281,S92.344P,PheCode:801
31282,T21.31XA,PheCode:1000
31283,T32.96,PheCode:1000
31292,Y23.9XXS,PheCode:297
31295,Z38.1,PheCode:651
31296,Z83.518,PheCode:1100
31297,H40.1414,PheCode:365
31297,H40.1414,PheCode:365.5
31298,T71.233D,PheCode:1013
31299,T79.0XXS,PheCode:958
31300,T79.A12S,PheCode:958
31301,T81.501S,PheCode:1011
31302,T82.523S,PheCode:854
31303,T82.828S,PheCode:854
31304,T83.85XA,PheCode:857
31305,T84.196D,PheCode:858
31306,T84.611S,PheCode:858
31314,I63.313,PheCode:433
31314,I63.313,PheCode:433.2
31314,I63.313,PheCode:433.21
31315,R29.716,PheCode:781
31316,R29.742,PheCode:781
31317,S02.40AK,PheCode:733
31317,S02.40AK,PheCode:733.8
31317,S02.40AK,PheCode:819
31318,S99.002S,PheCode:801
31318,S99.002S,PheCode:801.1
31319,S99.191S,PheCode:801
31319,S99.191S,PheCode:801.1
31320,S99.202K,PheCode:733
31320,S99.202K,PheCode:733.8
31320,S99.202K,PheCode:801
31320,S99.202K,PheCode:801.1
31323,C49.A4,PheCode:170
31323,C49.A4,PheCode:170.2
31324,E10.3551,PheCode:250
31324,E10.3551,PheCode:250.1
31324,E10.3551,PheCode:250.13
31324,E10.3551,PheCode:250.7
31325,E10.37X9,PheCode:250
31325,E10.37X9,PheCode:250.1
31325,E10.37X9,PheCode:250.13
31325,E10.37X9,PheCode:250.7
31326,G57.03,PheCode:351
31328,T51.3X2A,PheCode:297
31328,T51.3X2A,PheCode:297.2
31328,T51.3X2A,PheCode:981
31329,S92.036K,PheCode:733
31329,S92.036K,PheCode:733.8
31329,S92.036K,PheCode:801
31330,S92.042G,PheCode:801
31331,O33.4XX4,PheCode:652
31332,S62.513G,PheCode:804
31333,T40.5X3S,PheCode:969
31334,H35.70,PheCode:362
31334,H35.70,PheCode:362.3
31334,H35.70,PheCode:362.31
31335,S72.466D,PheCode:800
31335,S72.466D,PheCode:800.2
31336,S82.192M,PheCode:733
31336,S82.192M,PheCode:733.8
31336,S82.192M,PheCode:800
31336,S82.192M,PheCode:800.3
31337,H15.002,PheCode:379
31337,H15.002,PheCode:379.1
31338,M23.222,PheCode:835
31339,M75.02,PheCode:726
31339,M75.02,PheCode:726.1
31340,B95.2,PheCode:041
31340,B95.2,PheCode:041.2
31341,M67.421,PheCode:727
31341,M67.421,PheCode:727.4
31342,S53.033S,PheCode:830
31343,S76.001S,PheCode:1009
31344,L89.610,PheCode:707
31344,L89.610,PheCode:707.1
31345,M26.219,PheCode:524
31345,M26.219,PheCode:524.3
31346,M21.822,PheCode:736
31347,S32.008A,PheCode:805
31348,S31.125A,PheCode:870
31349,S82.55XG,PheCode:801
31350,T23.302D,PheCode:1000
31351,S62.626K,PheCode:733
31351,S62.626K,PheCode:733.8
31351,S62.626K,PheCode:804
31352,S72.135M,PheCode:733
31352,S72.135M,PheCode:733.8
31352,S72.135M,PheCode:800
31352,S72.135M,PheCode:800.2
31353,S65.112D,PheCode:1007
31354,M84.464A,PheCode:743
31354,M84.464A,PheCode:743.2
31355,S83.132S,PheCode:830
31356,K71.6,PheCode:070
31356,K71.6,PheCode:070.9
31357,S25.191S,PheCode:1007
31358,S32.476G,PheCode:802
31359,S72.321G,PheCode:800
31359,S72.321G,PheCode:800.2
31360,S83.136D,PheCode:830
31361,Z65.0,PheCode:317
31361,Z65.0,PheCode:317.1
31363,T20.10XA,PheCode:1000
31364,T47.5X1D,PheCode:973
31365,Z90.01,PheCode:175
31367,T47.8X5S,PheCode:979
31368,T63.94XS,PheCode:913
31371,Y62.1,PheCode:1011
31373,T85.41XS,PheCode:859
31375,X58.XXXD,PheCode:1015
31376,Z02.9,PheCode:1010
31379,Z37.53,PheCode:651
31381,S92.354B,PheCode:801
31388,Z98.84,PheCode:539
31389,T78.09XA,PheCode:930
31390,S92.345B,PheCode:801
31391,Z14.01,PheCode:1010
31391,Z14.01,PheCode:1010.1
31394,T84.021S,PheCode:858
31397,T33.62XD,PheCode:1014
31400,E13.3531,PheCode:250
31400,E13.3531,PheCode:250.2
31400,E13.3531,PheCode:250.23
31400,E13.3531,PheCode:250.7
31401,H35.3231,PheCode:362
31401,H35.3231,PheCode:362.2
31401,H35.3231,PheCode:362.22
31402,M50.823,PheCode:722
31402,M50.823,PheCode:722.9
31403,S99.091A,PheCode:801
31403,S99.091A,PheCode:801.1
31404,S99.292P,PheCode:733
31404,S99.292P,PheCode:733.8
31404,S99.292P,PheCode:801
31404,S99.292P,PheCode:801.1
31405,H54.1214,PheCode:367
31405,H54.1214,PheCode:367.9
31406,I50.810,PheCode:428
31406,I50.810,PheCode:428.2
31407,L97.508,PheCode:707
31407,L97.508,PheCode:707.2
31412,N11.8,PheCode:590
31413,S52.254Q,PheCode:733
31413,S52.254Q,PheCode:733.8
31413,S52.254Q,PheCode:803
31413,S52.254Q,PheCode:803.2
31414,S62.165S,PheCode:804
31415,T24.591S,PheCode:1000
31416,M89.09,PheCode:733
31417,G04.81,PheCode:323
31417,G04.81,PheCode:323.8
31418,T22.229D,PheCode:1000
31419,S06.4X3A,PheCode:818
31420,S12.100G,PheCode:805
31421,S71.049A,PheCode:871
31422,S49.092P,PheCode:733
31422,S49.092P,PheCode:733.8
31422,S49.092P,PheCode:803
31422,S49.092P,PheCode:803.1
31423,L49.3,PheCode:695
31424,S07.0XXD,PheCode:1006
31425,S02.111D,PheCode:819
31426,S04.02XA,PheCode:907
31427,M84.629G,PheCode:743
31427,M84.629G,PheCode:743.2
31428,S82.53XH,PheCode:801
31429,S42.265P,PheCode:733
31429,S42.265P,PheCode:733.8
31429,S42.265P,PheCode:803
31429,S42.265P,PheCode:803.1
31430,S63.005D,PheCode:830
31431,T23.362S,PheCode:1000
31432,S90.859S,PheCode:915
31433,S32.415D,PheCode:802
31434,T59.4X3D,PheCode:987
31435,I82.609,PheCode:452
31436,O71.4,PheCode:665
31437,S42.365B,PheCode:803
31437,S42.365B,PheCode:803.1
31438,T63.021A,PheCode:913
31439,M80.061G,PheCode:743
31439,M80.061G,PheCode:743.2
31440,S82.892A,PheCode:800
31441,S72.301K,PheCode:733
31441,S72.301K,PheCode:733.8
31441,S72.301K,PheCode:800
31441,S72.301K,PheCode:800.2
31442,O00.0,PheCode:634
31442,O00.0,PheCode:634.3
31443,S62.610A,PheCode:804
31444,Q71.42,PheCode:755
31444,Q71.42,PheCode:755.4
31445,S24.152D,PheCode:952
31446,T23.129A,PheCode:1000
31447,I87.001,PheCode:452
31447,I87.001,PheCode:452.8
31448,H30.012,PheCode:371
31448,H30.012,PheCode:371.1
31449,S60.852A,PheCode:915
31450,M65.241,PheCode:727
31451,M11.20,PheCode:274
31451,M11.20,PheCode:274.2
31451,M11.20,PheCode:274.21
31452,S56.418D,PheCode:840
31453,S72.121J,PheCode:800
31453,S72.121J,PheCode:800.2
31454,S62.631D,PheCode:804
31455,S50.852A,PheCode:915
31456,A08.8,PheCode:008
31456,A08.8,PheCode:008.6
31457,S85.501A,PheCode:1007
31458,F18.250,PheCode:316
31459,R94.39,PheCode:429
31459,R94.39,PheCode:429.2
31460,T60.4X3A,PheCode:989
31461,S82.023R,PheCode:733
31461,S82.023R,PheCode:733.8
31461,S82.023R,PheCode:800
31461,S82.023R,PheCode:800.4
31462,S52.253H,PheCode:803
31462,S52.253H,PheCode:803.2
31463,L82.1,PheCode:702
31463,L82.1,PheCode:702.2
31464,M71.441,PheCode:727
31465,M84.849,PheCode:733
31466,S63.651A,PheCode:840
31466,S63.651A,PheCode:840.3
31467,S04.899D,PheCode:907
31468,S01.329A,PheCode:870
31468,S01.329A,PheCode:870.2
31469,S62.161P,PheCode:733
31469,S62.161P,PheCode:733.8
31469,S62.161P,PheCode:804
31470,N83.1,PheCode:628
31471,O36.61X1,PheCode:655
31472,C82.59,PheCode:202
31472,C82.59,PheCode:202.2
31473,S59.241P,PheCode:733
31473,S59.241P,PheCode:733.8
31473,S59.241P,PheCode:803
31473,S59.241P,PheCode:803.2
31474,S68.617D,PheCode:872
31475,H40.63X2,PheCode:365
31476,S72.009R,PheCode:733
31476,S72.009R,PheCode:733.8
31476,S72.009R,PheCode:800
31476,S72.009R,PheCode:800.1
31477,M07.662,PheCode:713
31477,M07.662,PheCode:716
31477,M07.662,PheCode:716.9
31478,M89.021,PheCode:733
31479,O98.013,PheCode:647
31480,S43.025A,PheCode:830
31481,S82.853K,PheCode:733
31481,S82.853K,PheCode:733.8
31481,S82.853K,PheCode:800
31482,S52.124K,PheCode:733
31482,S52.124K,PheCode:733.8
31482,S52.124K,PheCode:803
31482,S52.124K,PheCode:803.2
31483,S62.036B,PheCode:804
31484,H35.353,PheCode:362
31484,H35.353,PheCode:362.2
31484,H35.353,PheCode:362.23
31485,O40.2XX4,PheCode:653
31486,S62.181B,PheCode:804
31487,S91.341D,PheCode:871
31487,S91.341D,PheCode:871.3
31488,B46.0,PheCode:117
31489,N30.91,PheCode:592
31489,N30.91,PheCode:592.1
31490,S82.845G,PheCode:800
31491,M90.89,PheCode:731
31492,P92.4,PheCode:656
31492,P92.4,PheCode:656.3
31493,S62.252S,PheCode:804
31494,S52.343K,PheCode:733
31494,S52.343K,PheCode:733.8
31494,S52.343K,PheCode:803
31494,S52.343K,PheCode:803.2
31495,S52.221Q,PheCode:733
31495,S52.221Q,PheCode:733.8
31495,S52.221Q,PheCode:803
31495,S52.221Q,PheCode:803.2
31496,H02.043,PheCode:374
31496,H02.043,PheCode:374.1
31497,H05.111,PheCode:371
31497,H05.111,PheCode:371.9
31498,S62.145K,PheCode:733
31498,S62.145K,PheCode:733.8
31498,S62.145K,PheCode:804
31499,S56.891A,PheCode:1009
31500,S83.192S,PheCode:830
31501,S72.063Q,PheCode:733
31501,S72.063Q,PheCode:733.8
31501,S72.063Q,PheCode:800
31501,S72.063Q,PheCode:800.1
31502,M86.511,PheCode:710
31502,M86.511,PheCode:710.1
31502,M86.511,PheCode:710.12
31503,S72.336A,PheCode:800
31503,S72.336A,PheCode:800.2
31504,M60.041,PheCode:712
31505,E72.9,PheCode:270
31505,E72.9,PheCode:270.2
31506,H02.136,PheCode:374
31506,H02.136,PheCode:374.1
31507,S91.146D,PheCode:871
31507,S91.146D,PheCode:871.4
31508,S72.001J,PheCode:800
31508,S72.001J,PheCode:800.1
31509,S42.192K,PheCode:733
31509,S42.192K,PheCode:733.8
31509,S42.192K,PheCode:803
31509,S42.192K,PheCode:803.3
31510,I36.2,PheCode:395
31510,I36.2,PheCode:395.3
31511,N90.4,PheCode:624
31511,N90.4,PheCode:624.1
31512,K72.90,PheCode:571
31512,K72.90,PheCode:571.8
31513,D22.9,PheCode:216
31514,K40.00,PheCode:550
31514,K40.00,PheCode:550.1
31515,R29.2,PheCode:350
31515,R29.2,PheCode:350.5
31516,S63.438D,PheCode:840
31516,S63.438D,PheCode:840.3
31517,J96.11,PheCode:509
31517,J96.11,PheCode:509.1
31518,S62.629K,PheCode:733
31518,S62.629K,PheCode:733.8
31518,S62.629K,PheCode:804
31519,S80.851D,PheCode:915
31520,F13.239,PheCode:316
31521,S72.464H,PheCode:800
31521,S72.464H,PheCode:800.2
31522,D41.11,PheCode:199
31523,E27.49,PheCode:255
31523,E27.49,PheCode:255.2
31523,E27.49,PheCode:255.21
31524,S63.013S,PheCode:830
31525,G03.0,PheCode:320
31526,S00.32XS,PheCode:911
31527,O40.3XX4,PheCode:653
31528,H30.021,PheCode:371
31528,H30.021,PheCode:371.1
31529,S52.356E,PheCode:803
31529,S52.356E,PheCode:803.2
31530,I49.1,PheCode:427
31530,I49.1,PheCode:427.6
31530,I49.1,PheCode:427.61
31531,S13.121D,PheCode:830
31532,D70.2,PheCode:288
31532,D70.2,PheCode:288.1
31532,D70.2,PheCode:288.11
31533,S62.667S,PheCode:804
31534,M70.40,PheCode:726
31534,M70.40,PheCode:726.3
31535,S52.326A,PheCode:803
31535,S52.326A,PheCode:803.2
31536,D39.12,PheCode:184
31537,S62.201S,PheCode:804
31538,T23.669A,PheCode:1000
31539,C92.41,PheCode:204
31539,C92.41,PheCode:204.2
31539,C92.41,PheCode:204.21
31540,K14.3,PheCode:529
31541,S41.149A,PheCode:871
31542,H40.53X0,PheCode:365
31543,M48.47XG,PheCode:743
31543,M48.47XG,PheCode:743.4
31544,S53.412A,PheCode:840
31544,S53.412A,PheCode:840.3
31545,E88.3,PheCode:277
31546,L76.81,PheCode:1011
31547,S90.871D,PheCode:915
31548,H91.22,PheCode:389
31549,S54.8X1D,PheCode:907
31550,H50.411,PheCode:378
31550,H50.411,PheCode:378.1
